record_type,raw_or_alias_code,canonical_code,fund_segment,program_segment,event_segment,disaster_number,sub_program_id,sub_program_name,program_id,program_name,rule_id,scenario_tags,note,data_watermark
code_mapping,,PA-97036-4339,PA,97036,4339,4339,SUB-PA-4339,DR-4339 — Hurricane Maria (PR),PROG-PA,Public Assistance,BR-010,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60101-4339,PA,60101,4339,4339,SUB-PA-4339,DR-4339 — Hurricane Maria (PR),PROG-PA,Public Assistance,BR-010,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60102-4339,PA,60102,4339,4339,SUB-PA-4339,DR-4339 — Hurricane Maria (PR),PROG-PA,Public Assistance,BR-010,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60103-4339,PA,60103,4339,4339,SUB-PA-4339,DR-4339 — Hurricane Maria (PR),PROG-PA,Public Assistance,BR-010,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-97036-4340,PA,97036,4340,4340,SUB-PA-4340,DR-4340 — Hurricane Maria (VI),PROG-PA,Public Assistance,BR-011,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60101-4340,PA,60101,4340,4340,SUB-PA-4340,DR-4340 — Hurricane Maria (VI),PROG-PA,Public Assistance,BR-011,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60102-4340,PA,60102,4340,4340,SUB-PA-4340,DR-4340 — Hurricane Maria (VI),PROG-PA,Public Assistance,BR-011,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60103-4340,PA,60103,4340,4340,SUB-PA-4340,DR-4340 — Hurricane Maria (VI),PROG-PA,Public Assistance,BR-011,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-97036-4341,PA,97036,4341,4341,SUB-PA-4341,DR-4341 — Hurricane Irma (Seminole Tribe),PROG-PA,Public Assistance,BR-012,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60101-4341,PA,60101,4341,4341,SUB-PA-4341,DR-4341 — Hurricane Irma (Seminole Tribe),PROG-PA,Public Assistance,BR-012,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60102-4341,PA,60102,4341,4341,SUB-PA-4341,DR-4341 — Hurricane Irma (Seminole Tribe),PROG-PA,Public Assistance,BR-012,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60103-4341,PA,60103,4341,4341,SUB-PA-4341,DR-4341 — Hurricane Irma (Seminole Tribe),PROG-PA,Public Assistance,BR-012,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-97036-4346,PA,97036,4346,4346,SUB-PA-4346,DR-4346 — Hurricane Irma follow-on (SC),PROG-PA,Public Assistance,BR-013,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60101-4346,PA,60101,4346,4346,SUB-PA-4346,DR-4346 — Hurricane Irma follow-on (SC),PROG-PA,Public Assistance,BR-013,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60102-4346,PA,60102,4346,4346,SUB-PA-4346,DR-4346 — Hurricane Irma follow-on (SC),PROG-PA,Public Assistance,BR-013,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,PA-60103-4346,PA,60103,4346,4346,SUB-PA-4346,DR-4346 — Hurricane Irma follow-on (SC),PROG-PA,Public Assistance,BR-013,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,HM-97039-4332,HM,97039,4332,4332,SUB-HM-ALL,HMGP — direct (no sub-programs),PROG-HM,Hazard Mitigation Grant Program (HMGP),BR-015,trigger_down_1; no_sub_programs (single direct grouping per taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,HM-97039-4337,HM,97039,4337,4337,SUB-HM-ALL,HMGP — direct (no sub-programs),PROG-HM,Hazard Mitigation Grant Program (HMGP),BR-015,trigger_down_1; no_sub_programs (single direct grouping per taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,HM-97039-4339,HM,97039,4339,4339,SUB-HM-ALL,HMGP — direct (no sub-programs),PROG-HM,Hazard Mitigation Grant Program (HMGP),BR-015,trigger_down_1; no_sub_programs (single direct grouping per taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,HM-97039-4340,HM,97039,4340,4340,SUB-HM-ALL,HMGP — direct (no sub-programs),PROG-HM,Hazard Mitigation Grant Program (HMGP),BR-015,trigger_down_1; no_sub_programs (single direct grouping per taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,HM-60201-4332,HM,60201,4332,4332,SUB-HM-ALL,HMGP — direct (no sub-programs),PROG-HM,Hazard Mitigation Grant Program (HMGP),BR-015,trigger_down_1; no_sub_programs (single direct grouping per taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,HM-60201-4337,HM,60201,4337,4337,SUB-HM-ALL,HMGP — direct (no sub-programs),PROG-HM,Hazard Mitigation Grant Program (HMGP),BR-015,trigger_down_1; no_sub_programs (single direct grouping per taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,HM-60201-4339,HM,60201,4339,4339,SUB-HM-ALL,HMGP — direct (no sub-programs),PROG-HM,Hazard Mitigation Grant Program (HMGP),BR-015,trigger_down_1; no_sub_programs (single direct grouping per taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,HM-60201-4340,HM,60201,4340,4340,SUB-HM-ALL,HMGP — direct (no sub-programs),PROG-HM,Hazard Mitigation Grant Program (HMGP),BR-015,trigger_down_1; no_sub_programs (single direct grouping per taxonomy); multi_event_split,,SYNTHETIC-DEMO
code_mapping,,IA-61101-4339,IA,61101,4339,4339,SUB-IA-IHP,Individuals and Households Program (IHP),PROG-IA,Individual Assistance,BR-017,"rollup_exactly_3_subs (REQ-004); count_only_trigger FY2026 (REQ-031: dollars +8%, txn count +37.5%); texture_prior_year_crossing (FY2024 +24%)",,SYNTHETIC-DEMO
code_mapping,,IA-61101-4340,IA,61101,4340,4340,SUB-IA-IHP,Individuals and Households Program (IHP),PROG-IA,Individual Assistance,BR-017,"rollup_exactly_3_subs (REQ-004); count_only_trigger FY2026 (REQ-031: dollars +8%, txn count +37.5%); texture_prior_year_crossing (FY2024 +24%)",,SYNTHETIC-DEMO
code_mapping,,IA-61102-4339,IA,61102,4339,4339,SUB-IA-IHP,Individuals and Households Program (IHP),PROG-IA,Individual Assistance,BR-017,"rollup_exactly_3_subs (REQ-004); count_only_trigger FY2026 (REQ-031: dollars +8%, txn count +37.5%); texture_prior_year_crossing (FY2024 +24%)",,SYNTHETIC-DEMO
code_mapping,,IA-61102-4340,IA,61102,4340,4340,SUB-IA-IHP,Individuals and Households Program (IHP),PROG-IA,Individual Assistance,BR-017,"rollup_exactly_3_subs (REQ-004); count_only_trigger FY2026 (REQ-031: dollars +8%, txn count +37.5%); texture_prior_year_crossing (FY2024 +24%)",,SYNTHETIC-DEMO
code_mapping,,IA-61103-4332,IA,61103,4332,4332,SUB-IA-MC,Mass Care,PROG-IA,Individual Assistance,BR-018,"rollup_exactly_3_subs (REQ-004); count_only_trigger FY2026 (REQ-031: dollars +8%, txn count +37.5%); texture_prior_year_crossing (FY2024 +24%)",,SYNTHETIC-DEMO
code_mapping,,IA-61103-4337,IA,61103,4337,4337,SUB-IA-MC,Mass Care,PROG-IA,Individual Assistance,BR-018,"rollup_exactly_3_subs (REQ-004); count_only_trigger FY2026 (REQ-031: dollars +8%, txn count +37.5%); texture_prior_year_crossing (FY2024 +24%)",,SYNTHETIC-DEMO
code_mapping,,IA-61104-4339,IA,61104,4339,4339,SUB-IA-DCM,Disaster Case Management,PROG-IA,Individual Assistance,BR-019,"rollup_exactly_3_subs (REQ-004); count_only_trigger FY2026 (REQ-031: dollars +8%, txn count +37.5%); texture_prior_year_crossing (FY2024 +24%)",,SYNTHETIC-DEMO
code_mapping,,IA-55501-4339,IA,55501,4339,4339,SUB-IA-DCM,Disaster Case Management,PROG-IA,Individual Assistance,BR-019,"rollup_exactly_3_subs (REQ-004); count_only_trigger FY2026 (REQ-031: dollars +8%, txn count +37.5%); texture_prior_year_crossing (FY2024 +24%)",,SYNTHETIC-DEMO
code_mapping,,HS-97067-ND,HS,97067,ND,,SUB-HS-SHSP,State Homeland Security Grant Program (SHSP),PROG-HS,Homeland Security Grant Program (HSGP),BR-021,trigger_up_2; non_disaster (REQ-030); rollup_exactly_3_subs; texture_prior_year_crossing (FY2023 +28%); shared_segment_55501 (needs fund+segment rule),,SYNTHETIC-DEMO
code_mapping,,HS-61501-ND,HS,61501,ND,,SUB-HS-SHSP,State Homeland Security Grant Program (SHSP),PROG-HS,Homeland Security Grant Program (HSGP),BR-021,trigger_up_2; non_disaster (REQ-030); rollup_exactly_3_subs; texture_prior_year_crossing (FY2023 +28%); shared_segment_55501 (needs fund+segment rule),,SYNTHETIC-DEMO
code_mapping,,HS-61502-ND,HS,61502,ND,,SUB-HS-UASI,Urban Area Security Initiative (UASI),PROG-HS,Homeland Security Grant Program (HSGP),BR-022,trigger_up_2; non_disaster (REQ-030); rollup_exactly_3_subs; texture_prior_year_crossing (FY2023 +28%); shared_segment_55501 (needs fund+segment rule),,SYNTHETIC-DEMO
code_mapping,,HS-61503-ND,HS,61503,ND,,SUB-HS-OPSG,Operation Stonegarden,PROG-HS,Homeland Security Grant Program (HSGP),BR-023,trigger_up_2; non_disaster (REQ-030); rollup_exactly_3_subs; texture_prior_year_crossing (FY2023 +28%); shared_segment_55501 (needs fund+segment rule),,SYNTHETIC-DEMO
code_mapping,,HS-55501-ND,HS,55501,ND,,SUB-HS-OPSG,Operation Stonegarden,PROG-HS,Homeland Security Grant Program (HSGP),BR-023,trigger_up_2; non_disaster (REQ-030); rollup_exactly_3_subs; texture_prior_year_crossing (FY2023 +28%); shared_segment_55501 (needs fund+segment rule),,SYNTHETIC-DEMO
code_mapping,,UR-97025-ND,UR,97025,ND,,SUB-UR-ALL,US&R — direct (no sub-programs),PROG-UR,Urban Search & Rescue (US&R),BR-025,near_miss_below_threshold (FY2026 +19%); no_sub_programs (single direct grouping); non_disaster (ASSUMP-23); texture_prior_year_down_crossing (FY2025 -22%),,SYNTHETIC-DEMO
code_mapping,,UR-61601-ND,UR,61601,ND,,SUB-UR-ALL,US&R — direct (no sub-programs),PROG-UR,Urban Search & Rescue (US&R),BR-025,near_miss_below_threshold (FY2026 +19%); no_sub_programs (single direct grouping); non_disaster (ASSUMP-23); texture_prior_year_down_crossing (FY2025 -22%),,SYNTHETIC-DEMO
alias,LEG-0001,PA-97036-4332,PA,97036,4332,4332,SUB-PA-4332,DR-4332 — Hurricane Harvey (TX),PROG-PA,Public Assistance,,cleansing_adjustment (REQ-003),legacy code appearing in raw_code for FY2022-FY2023 rows,SYNTHETIC-DEMO
alias,LEG-0002,HM-97039-4340,HM,97039,4340,4340,SUB-HM-ALL,HMGP — direct (no sub-programs),PROG-HM,Hazard Mitigation Grant Program (HMGP),,cleansing_adjustment (REQ-003),legacy code appearing in raw_code for FY2022-FY2023 rows,SYNTHETIC-DEMO
alias,LEG-0003,IA-61101-4339,IA,61101,4339,4339,SUB-IA-IHP,Individuals and Households Program (IHP),PROG-IA,Individual Assistance,,cleansing_adjustment (REQ-003),legacy code appearing in raw_code for FY2022-FY2023 rows,SYNTHETIC-DEMO
alias,LEG-0004,PA-60101-4340,PA,60101,4340,4340,SUB-PA-4340,DR-4340 — Hurricane Maria (VI),PROG-PA,Public Assistance,,cleansing_adjustment (REQ-003),legacy code appearing in raw_code for FY2022-FY2023 rows,SYNTHETIC-DEMO
exception_truth,,XR-88001-4339,XR,88001,4339,4339,SUB-IA-IHP,,PROG-IA,,,exception_queue_plant (REQ-003),"FY2026-only code, no rule; similarity suggestion confidence 0.58 (< prefill threshold)",SYNTHETIC-DEMO
exception_truth,,XR-88002-4340,XR,88002,4340,4340,SUB-PA-4340,,PROG-PA,,,exception_queue_plant (REQ-003),"FY2026-only code, no rule; similarity suggestion confidence 0.52 (< prefill threshold)",SYNTHETIC-DEMO
exception_truth,,XR-88003-4339,XR,88003,4339,4339,SUB-HM-ALL,,PROG-HM,,,exception_queue_plant (REQ-003),"FY2026-only code, no rule; similarity suggestion confidence 0.61 (< prefill threshold)",SYNTHETIC-DEMO
exception_truth,,NC-88101-4332,NC,88101,4332,4332,SUB-PA-4332,,PROG-PA,,,exception_queue_plant (REQ-003),"FY2026-only code, no rule; similarity suggestion confidence 0.55 (< prefill threshold)",SYNTHETIC-DEMO
exception_truth,,NC-88102-4337,NC,88102,4337,4337,SUB-IA-MC,,PROG-IA,,,exception_queue_plant (REQ-003),"FY2026-only code, no rule; similarity suggestion confidence 0.49 (< prefill threshold)",SYNTHETIC-DEMO
exception_truth,,NC-88103-4346,NC,88103,4346,4346,SUB-PA-4346,,PROG-PA,,,exception_queue_plant (REQ-003),"FY2026-only code, no rule; similarity suggestion confidence 0.44 (< prefill threshold)",SYNTHETIC-DEMO
variance_plan,,,PA,,,,,,PROG-PA,Public Assistance,,trigger_up_1; subgrouped_by_disaster_number (REQ-005/taxonomy); multi_event_split,"base FY2022 $620,000,000; planted growth FY2023: +9%; FY2024: +14%; FY2025: +6%; FY2026: +34%",SYNTHETIC-DEMO
variance_plan,,,HM,,,,,,PROG-HM,Hazard Mitigation Grant Program (HMGP),,trigger_down_1; no_sub_programs (single direct grouping per taxonomy); multi_event_split,"base FY2022 $210,000,000; planted growth FY2023: +12%; FY2024: -6%; FY2025: +9%; FY2026: -31%",SYNTHETIC-DEMO
variance_plan,,,IA,,,,,,PROG-IA,Individual Assistance,,"rollup_exactly_3_subs (REQ-004); count_only_trigger FY2026 (REQ-031: dollars +8%, txn count +37.5%); texture_prior_year_crossing (FY2024 +24%)","base FY2022 $310,000,000; planted growth FY2023: +7%; FY2024: +24%; FY2025: -5%; FY2026: +8%",SYNTHETIC-DEMO
variance_plan,,,HS,,,,,,PROG-HS,Homeland Security Grant Program (HSGP),,trigger_up_2; non_disaster (REQ-030); rollup_exactly_3_subs; texture_prior_year_crossing (FY2023 +28%); shared_segment_55501 (needs fund+segment rule),"base FY2022 $260,000,000; planted growth FY2023: +28%; FY2024: +5%; FY2025: +11%; FY2026: +21%",SYNTHETIC-DEMO
variance_plan,,,UR,,,,,,PROG-UR,Urban Search & Rescue (US&R),,near_miss_below_threshold (FY2026 +19%); no_sub_programs (single direct grouping); non_disaster (ASSUMP-23); texture_prior_year_down_crossing (FY2025 -22%),"base FY2022 $38,000,000; planted growth FY2023: +4%; FY2024: +8%; FY2025: -22%; FY2026: +19%",SYNTHETIC-DEMO
